roll,membrane,date,text
Roll A 5: (ii) 1341-45,Membr. 26,1345/07/11,"On Monday after the Feast of the Translation of St Thomas the Martyr [7 July] Ao 19 Edw. III, William de Bokyngham, skinner, Robert le Chantour and others were sworn surveyors of pavements. (L)"
Roll A 5: (ii) 1341-45,Membr. 26b,1345/06/27,"Pleas held before the Mayor, Sheriffs and Aldermen on Monday after the Feast of the Nativity of S t John the Baptist [24 June] John Pynsone, taverner, was committed to prison for selling the gallon of wine for 5d in Holborn contrary to the proclamation. He was released on mainprise next day. (L) John de Erdele, brewer, was attached to answer the King and John de Guldeford, who prosecuted for the Commonalty, on a charge of meeting merchants outside the City and buying their grain and malt before they came to market, thus forestalling these commodities. The defendant denied the charge and said he bought the malt in question from Peter de Kyngeston in the market at Gracechurch. A jury of the venue found that he was not in the habit of meeting merchants as alleged, but that on this occasion he bought the malt from Peter de Kyngeston outside the market. The whole of the malt was adjudged as forfeited to the Sheriffs, who contented themselves with taking six quarters only. (L)"
Roll A 5: (ii) 1341-45,Membr. 26b,1345/07/16,"On Saturday before the Feast of St Margaret [20 July], Simon Shayl, Lewis de Saxham, Hugh Gentil and Peter Walkelyn were sworn to assess the rents in Bassishaw Ward and to supervise the repair of the pavements there. Ralph atte Brome, Simon de Chikesond and Richard Taylboys were sworn for the same purpose as regards the pavement running from Cripplegate to Colman Street under the City Wall. (L) Similar appointments of surveyors for Colman Street Ward, Poultry, Broad Street and other parts of the City. (L) A toll was imposed on all carts passing through Bishopsgate in aid of the repair of the highway. (L)"
Roll A 5: (ii) 1341-45,Membr. 27,1345/04/05,"Pleas held before the Mayor and Sheriffs on Tuesday after the octave of Easter [27 March] A o 19 Edw. III [1345] A bill of complaint was brought by William Beaubek of Kent against John de Waltham, innkeeper, setting forth that the plaintiff hired a room in the defendant's inn for 1½d a week as a lodging, and that the defendant undertook that any goods which he deposited there should be safely guarded, after which a key was delivered to the plaintiff. Subsequently the defendant accompanied him to recover a debt of £20 from a certain John de Wyndessore, of which sum ten marks were deposited in a box in the plaintiff's room. In the same box were gold and silver rings, almoners (fn. 29) (alners), purses and girdles of silk, silver ornaments and dishes (equilers) and other goods and chattels. On the Tuesday following the chamber was opened with the garden-door key and the box was stolen. Thereupon the plaintiff informed the defendant, who said he suspected a certain Roger, his brewer, since no one but a member of the household could have stolen the goods, and he advised the plaintiff to keep the matter secret and meanwhile he would recover the goods. But then the defendant by collusion, as the plaintiff understood, sent the above John away, and now refused to give the plaintiff any satisfaction for his loss. Accordingly he prayed a remedy, on the ground that innkeepers were responsible for such losses, and the defendant was the only one who knew that he possessed the money. (F) The defendant appeared in court and denied the allegations in the above bill. A jury found a verdict that the plaintiff's goods were removed from his room by the defendant's servants, though they could not say which servants were guilty. Judgment was given that the plaintiff recover his loss of 10 marks, with 40s damages, and that the defendant be committed to prison until etc. (L)"
Roll A 5: (ii) 1341-45,Membr. 27,1345/04/23,"Proceedings in connection with the raising of 80 archers (fn. 30) for service abroad. On Saturday the Feast of St George the Martyr [23 April] Ao 19 Edw. III [1345] the Mayor issued precepts (F) to each Alderman to summon the men of their Wards for the purpose of selecting and equipping the Ward quota, which was fixed the same day. The Ward collectors were instructed to report at Guildhall for orders. A first muster of the men was arranged to take place at Guildhall on Monday after the Ascension, with a view to embarkation on the eve of Pentecost.  Quotas of the Western Wards: Colman Street 3, Cord wainer Street 6, Cripplegate within 3, Cripplegate without 1, Bassieshaw 2, Vintry 5, Bread Street 4, Farringdon within 4, Farringdon without 2, Cheap 6, Queenhithe 4, Aldersgate 2, Castle Baynard 2. Eastern Wards: Walbrook 3, Cornhill 2, Candlewick Street 2, Bishopsgate 2, Aldgate 1, Portsoken 1, Broad Street 2, Tower 6, Billingsgate 3, Bridge 6, Dowgate 5, Langbourn 2, Lime Street 1. On Friday in Whitweek the Mayor and Aldermen elected Henry Wymond, John de Croydon, Thomas de Wynton, Roger Madur...and John Hinxton to buy clothing for the men, who were afterwards fitted out with coats, ""courbys (fn. 31) "" and hoods striped with red and white cloth called ""camelyn (fn. 32)."" After two writs postponing their departure, the archers were finally, on Saturday after the Feast of St Barnabas [11 June], marched to Sandwich by the Common Serjeant (fn. 33), Nicholas de Abyndon, at the King's charges. A gift of £4 from the Commonalty of the City was divided among them on their arrival there. (L)"
Roll A 5: (ii) 1341-45,"Membr, 27b",1345/04/23,"Names of the archers arranged in four sections under John le Barber, John de Buntynford, Roger Boneye and John Henry, vinteners; including Clement Mannyng, purser, Richard atte Wode, ""flecchere (fn. 34),"" and William le Cook."
Roll A 5: (ii) 1341-45,"Membr, 27b",1345/05/23,"A Congregation of the Mayor, Aldermen and Commoners on Monday the morrow of Holy Trinity [22 May] Complaint having been made by Thomas de Iford, Common Serjeant, as to the hindrance caused to passers-by between the Stocks and the Conduit in Cheap by butchers and poulterers occupying the highway, an ordinance (fn. 35) was made that the poulterers should sell their goods in their shops and stalls, and the butchers be restricted to the Stocks. On fleshdays the butchers were to occupy the Stocks and the fishmongers were to have the pent-houses adjoining, and on fish-days the order was to be reversed. (L) It was ordered that a toll be levied on carts using Dowgate and carrying timber, firewood, coals, stone, chalk, heavy goods and other wares from the ships, schuyts (fn. 36) and boats into the City, for defraying the expense of cleansing Dowgate Dock, which had become so foul that the water-carriers could no longer supply the City with water therefrom. Certain carters were chosen to cleanse the said Dock, receiving for their pains the tolls above appointed. (L)"
Roll A 6: 1349-50,Membr. 1,1349/03/11,"Pleas held before John Lovekyn, Mayor, Simon Dolsely and Henry Pykard, Sheriffs, on Wednesday before the Feast of S t Gregory Pope [12 March] A o 23 Edw. III [1348-9] Writ to the Mayor and Sheriffs to see justice done to John Shonke of Lesnes co. Kent, who complained that he was now confined in Newgate in connection with a bond to Robert, son of the late John Cros, fishmonger, although he had paid the money due under the bond. Dated at Westminster 7 March Ao 23 Edw. III [1348-9]. Thereupon precept was issued to summon the said Robert Cros, who appeared in court and denied that payment had been made to him. The plaintiff produced an acquittance, which was found by a jury to be genuine. Judgment was given for 100s damages taxed by the jury, and the defendant Robert was sentenced to imprisonment. (L)"
Roll A 6: 1349-50,Membr. 1,1349/05/22,Pleas held before the Mayor and Aldermen on Friday the morrow of the Ascension [21 May]
Roll A 6: 1349-50,Membr. 1 b,1349/05/22,"A scire facias was issued to William de Greyngham, serjeant, to summon John Anketel, woolman, to show cause why a debt of 100 marks due on a recognizance, made before Roger de Depham, Alderman, and Thomas de Maryns, Chamberlain, should not be levied from his goods and chattels, lands and tenements, and paid to the executors of his creditor, John Oweyn, called de Pulteneye (fn. 1), viz. to Henry Grene, William Norton, William Oweyn, father of the creditor, and Thomas and Robert his brothers. John Anketel being dead, his heirs and the tenants of his property were called upon to show cause etc. On their failing to appear, execution of the debt was granted and an inquisition was made of the property of John Anketel at the time of his entering into the bond. The jurors found that he possessed a quitrent, messuage, brewhouse and shops in the parish of St Mildred in the Poultry, which came into the possession of his kinsman and heir, John Anketel; and shops, a brewhouse, solars and warehouses in the parishes of All Hallows, Bread Street, and St Mary Magdalene, Milk Street, in the occupation of his widow Agnes. After the payment of quitrents to the Prioress of Kilburn, the Conversi (fn. 2) of ""Chancellerslane,"" and a chantry in the church of St Mary Magdalene, the above properties were of an annual net value of £18. (L)"
Roll A 6: 1349-50,Membr. 1 b,1349/07/18,"Pleas held before the Mayor and Sheriffs on Saturday before the Feast of S t Margaret Virgin [20 July] A o 23 Edw. III [1349] William de Osprenge, Ralph atte Hoke, John Chaumpeneys, William de Bergeveny, John de la Maneys, Martin le Mynour of Holborn and other bakers' servants were indicted for forming a conspiracy among themselves that they would not work for their masters except at double or treble the wages formerly given (fn. 3). They pleaded not guilty and demanded a jury. Meanwhile, at the request of the bakers, it was resolved by the Mayor and Aldermen that no servant should enter the service of a baker for a less period than a quarter of a year, and that his wages should not be paid otherwise than at the end of each quarter, in accordance with the custom in other misteries, except in case of illness or other urgent necessity, when a baker's servant might be paid his wages up to date, but not in advance. A fine of 40s, payable to the City Chamberlain, was appointed for any infraction of these rules. (L)"
Roll A 6: 1349-50,Membr. 1 b,1349/08/26,"Pleas held before the Mayor and Sheriffs on Wednesday after the Feast of S t Bartholomew [24 Aug.] A o 23 Edw. III [1349] John de Cantebrigg, chaplain, was summoned to answer William de Stokes and Margery his wife, who sued as next friends of Margery and Juliana, daughters of John de Sellyng draper deceased, on a charge of withholding from the children moneys left to them by their father. These moneys, according to the plaintiffs, came into the hands of John de Sellyng's administrator, Henry de Asshebourn, and on the latter's death, into the hands of his executor, the defendant, who now detained them. The defendant pleaded that he duly administered Henry de Asshebourn's estate and only 5 marks were left. A jury found that he still had in his possession sufficient goods belonging to the testator to pay the £10 due to the children, and judgment was given that they recover that amount. (L)"
Roll A 6: 1349-50,Membr. 2,1349/09/01,"Pleas held before the Mayor and Sheriffs on Tuesday after the Feast of the Decollation of S t John the Baptist [29 Aug.] A o 23 Edw. III [1349] John de Romeseye and John Mark, white-bakers of St Botolph's Lane, were summoned for having paid their men part of their wages during the quarter, contrary to the recent ordinance (fn. 4). They pleaded guilty and threw themselves on the mercy of the Mayor and Aldermen. (L)"
Roll A 6: 1349-50,Membr. 2,1349/06/17,"Pleas held before John Lovekyn, Mayor, on Wednesday after the Feast of S t Barnabas [11 June] Order was given to summon Nicholas Godwyn, skinner, before the Mayor and Chamberlain to show cause why the sum of £6 15s should, not be levied on his goods and chattels, lands and tenements for payment to Godescalcus atte Brok, merchant of Almaine, under a bond. The said Nicholas being returned as dead, his heirs and tenants were called upon to answer. Thereupon came Stephen Godwyn, heir of the aforesaid Nicholas, and said that the money ought not to be so levied inasmuch as his grandfather, Godewyn le Hodere, who was seised in fee simple of the property, devised it to the said Nicholas and his brother Thomas in tail (fn. 5), and the said Nicholas dying without an heir of his body, the property came to the defendant as son of Thomas. The Court on 11 Sept. found that this was the case, and the plaintiff Godescalcus prosecuted his plea no further. (L)"
Roll A 6: 1349-50,Membr. 2,1349/09/07,"Pleas held before the Mayor on Monday before the Feast of the Nativity B.M. [8 Sept.] Robert de Wodham, executor of Robert de Haugham who was executor of John le Parmenter of York, was summoned to answer William Spershore and Joan his wife, the next friend of the children of the said John, on a charge of withholding the property due to the children. The defendant admitted that he had in charge £30, a signet ring and other goods and chattels, which he was ready to pay as ordered by the Court. The Court directed that the defendant pay to Thomas de Walden, the City Chamberlain, the sum of £30 in gold nobles; which together with 27s 2d, being the value of the goods and chattels, were paid over to the saild William and Joan for the benefit of Ellen, the sole surviving child of the testator. ( L)"
Roll A 6: 1349-50,Membr. 2,1349/09/02,"A Congregation of Mayor and Aldermen on Wednesday after the Feast of the Decollation of S t John the Baptist [29 Aug.] Adam Reyner, ""dighere,"" and Joan his wife bring a plaint of Intrusion against Alice Corteys, touching their free tenement in the parish of St Michael, Queenhithe. (L)"
Roll A 6: 1349-50,Membr. 2b,1349/09/02,"Robert de Hyngeston and Simon de Chikesond were attached to answer John de Pampesworth, chaplain, and Amy de Rokesbourgh, executors of Henry de Aysshbourn, who was executor of John de Sellyng, on a charge of carrying away a sack of wool, 13 silver spoons, and silver rings, buckles and cups, belonging to the children of the said John de Sellyng. A jury of Milk Street, viz. Henry Sutbury, William le Keu, Thomas de Wilchere, girdler, Robert Isemberd, Robert le Foundour, Richard le Weyte, William Cornhulle, founder, John Spryngold, brewer, John Balauncer, Thomas Fruter, William Pye and John Barthelee, found a verdict for the plaintiffs for 6 marks and 13s 4d damages. Judgment for those amounts and that the defendants be committed to prison. (L)"
Roll A 6: 1349-50,Membr. 2b,1349/10/05,"A Congregation of Mayor, Aldermen and Sheriffs on Monday after the Feast of S t Michael [29 Sept.] The following butchers were sworn to see that meat was sold at a proper price, as was formerly accustomed (fn. 6). Butchers dwelling in the parish of St Nicholas Shambles: Simon atte Gate, Robert de Huntingdon, Richard Eyward, Edmund de Ware; at the Stocks: Thomas atte Hoke, Thomas de Caxton, William Fourner, Nicholas Longe; in East Cheap: John de Farnham, John Lemman, Henry atte Beche, John Vannere. The same butchers declared on oath that the flesh of bulls that had not been baited was more wholesome than that of baited bulls (taurorum exagitatorum). (L) Denys de Lyndesey, Adam Saunderson, Roger Brongore, Nicholas de Langetoft, Geoffrey Baroun, Laurence de Cornwall, Thomas de Chestre, William de Evisham, David de la Pole and Walter Bydowe, ""wyndrawers,"" were charged with taking, for the drawing and carrying of wine, double what they were accustomed to take, contrary to a proclamation, made in accordance with the King's writ, that no workman should take more for his labour or merchandise than he was wont to take during the last five or six years. They pleaded guilty and were committed to Newgate. On Friday following they were brought into court by the Keeper of Newgate, and after taking an oath not to repeat the offence were allowed to go free. (L) Juries were summoned to give verdicts on similar charges against Philip de Cornwall, winedrawer, and his servants, and against Stephen le Baker and his servants John Bechewod, William Mommyng, John Packere, John Rolleboys and William Bagard. (L)"
Roll A 6: 1349-50,Membr. 2b,1349/09/16,"A Congregation of Mayor and Aldermen in the Guildhall on Wednesday after the Exaltation of the Holy Cross [14 Sept.] A o 23 Edw. III [1349] Agnes, relict of John Hamond, demands an Assize of Nuisance against Nicholas Bullet and Elizabeth his wife touching her free tenement in the parish of St Stephen Walbrook. (L)"
Roll A 6: 1349-50,Membr. 3,1349/10/05,"Further Pleas on Monday after the Feast of S t Michael [29 Sept] Robert de Stretford, Bennet Walkelyn, Henry de Turneye, Roger de Botelston, Maurice de Devenisshire and other cordwainers were attached to answer a charge of having made a confederacy and agreed to sell shoes at 8d or 9d a pair instead of the former price of 6d, in contempt of the recent proclamation and the King's writ concerning prices and workmen's wages. They pleaded not guilty, and order was given to summon a jury. (L)"
Roll A 6: 1349-50,Membr. 3,1349/10/12,"Pleas held before the Mayor, Aldermen and Sheriffs on Monday before the Feast of S t Edward King (fn. 7) [13 Oct.] A o 23 Edw. III [1349] Robert de Stretford and other cordwainers, against whom proceedings were taken as recorded supra, made a complaint against Roger de Codyngton, John Phippe, William Aleger, Thomas de Caldecote and other curriers (corigiatores) for selling leather at a higher price than formerly, by charging 3s 6d for a side (fn. 8) (latus) of cowhide, as against the usual price of 2s, and 8s 6d or 9s for an oxhide instead of the old price of 4s 6d or 5s at most. The offenders appeared in court and promised on oath not to repeat their offence. The Cordwainers were ordered to make a scrutiny and bring before the Mayor and Aldermen any leather they found sold at an enhanced price. (L)"
Roll A 6: 1349-50,Membr. 3,1349/10/14,"Pleas held before John Lovekyn, Mayor, on Wednesday after the above Feast  Roger de Codyngton, ""coreour,"" was attached to answer Robert de Ely, cordwainer, for having sold to the prosecutor, through his servant John de Eynesford, one shoulder (humerum) of cowhide for 3s and another at 3s 6d, instead of at the proper price, viz. 2s each. The defendant denied any responsibility for the said sale. A jury of persons living round the warehouse, where the sale was alleged to have, taken place, found that the above John de Eynesford was the agent of the defendant, and sold the cowhide, by his orders, at the price above stated. The defendant was committed to prison, but was immediately afterwards mainprised, for the payment of a fine, by Thomas le Purser, Hardebon Pouchemakere, Gilbert de Chelchehuth, tanner, and Godfrey de Haveryng, brewer. (L)"
Roll A 6: 1349-50,Membr. 3b,1349/10/14,"Temp. Walter Turk, Mayor, A o 23 Edw. III [1349-50]"
Roll A 6: 1349-50,Membr. 3b,1349/11/09,"On Monday before the Feast of St Martin [11 Nov.], Robert Garson, cordwainer, was committed to prison for selling two pairs of shoes for 18d to Sir Denys, the King's Clerk, who lodged with Sir Thomas de Brembre—contrary to the proclamation made on the King's behalf. (L)"
Roll A 6: 1349-50,Membr. 3b,1349/11/12,"On Thursday after the above Feast Thomas Derle, cordwainer, was committed to prison for selling a pair of shoes for 8d to Isabella, widow of Richard de Rothyng, contrary to the proclamation. (L)"
Roll A 6: 1349-50,Membr. 3b,1349/11/13,"On Friday after the above Feast William Amery, mason, was committed to prison for refusing to do some work appertaining to his trade in the church of St Christopher for less than 5s, which another mason then performed for 12d. (L)"
Roll A 6: 1349-50,Membr. 3b,1349/11/13,"Pleas held before the Mayor the same day  Agnes Wombe of Bedford and Joan de Sloghteford were attached to answer a charge of having enticed away Joan la Whycchere, a servant, from the service of Thomas de Shene by flattering speeches (per sermones adulosos), during the period for which she was contracted to her master—contrary to the articles ordained by the King and his Council, which were proclaimed in the City in obedience to the King's writ (fn. 9). They pleaded not guilty. A jury from the neighbourhood of Queenhithe, where the plaintiff resided, was summoned. (L)"
Roll A 6: 1349-50,Membr. 3b,1349/11/19,"On Thursday before the Feast of St Edmund King [20 Nov.], Robert de Stratford, Thomas Jaye, William de Whatele, William de Bristoll, John de Lodelowe, Peter de Kyngeston, Richard de Carleton, John Capel, Walter Caus, Roger Coggere, William Spuk and Whatmann atte Brok, cordwainers, were sworn to keep the articles of their trade. (L)"
Roll A 6: 1349-50,Membr. 3b,1349/11/14,"On Saturday after the Feast of St Martin [11 Nov.] the above-mentioned and other cordwainers brought a bill of complaint before the Mayor and Aldermen against a number of their servants, whom they charged with entering into a conspiracy not to serve them except by the day and on their own terms—which was in contravention of the masters' right to rule the trade. They prayed also that the curriers and tanners might be summoned to court to give information as to the sale of leather, and they promised that, if this were done, the market for leather would not suffer thereby. (F) The servants, being present in court, confessed to all that was contained in the bill of complaint and threw themselves on the mercy of the Mayor and Aldermen. In answer to questions they gave the names of several others who had joined their confederacy, and though they did not know the names of all of them, they said the total number was over sixty. They were committed to Newgate during the pleasure of the Mayor and Aldermen, but on Thursday after the Feast of St Katherine [25 Nov.] they were released on their promise to work for the same wages as formerly, and their masters entered into mainprise for their future good behaviour. (L)"
Roll A 6: 1349-50,Membr. 4,1350/03/17,"Pleas held before Walter Turk, Mayor, and Adam de Buri and Ralph de Lenne, Sheriffs, on Wednesday after the Feast of S t Gregory [12 March] A o 24 Edw. III [1349-50] Walter Martyn, John Aumbrey, Rose la Hokestere, William Tythynglomb, William Pikebon, Roland de Colbrook and others were indicted for being forestallers of poultry and other victuals. The above Roland was found not guilty. The rest were convicted and sent to prison, with the exception of William Tythynglomb, who, having been previously found guilty of a similar offence, was ordered to stand on the pillory. (L)"
Roll A 6: 1349-50,Membr. 4,1350/04/30,"Pleas held before the Mayor and Sheriffs on Friday the eve of the Feast of SS. Philip and James [1 May] John le Wheler, Margery Ossekyn and others were convicted of forestalling poultry and other victuals and were committed to prison. (L)"
Roll A 6: 1349-50,Membr. 4,1350/05/11,"Pleas held before the Mayor and Sheriffs on Tuesday after the Feast of S t John ante Portam Latinam [6 May] Eleven persons were indicted for forestalling tannery, tiles and poultry, of whom John atte Chapelle, Agnes, wife of Osbert de Mundene, Hugh Gardiner, Henry le Kook of East Cheap and John de Kyngesseye admitted their offence and were committed to prison. John de Edmyngton, tanner, William Forester, senior, William Forester, junior, John atte Brom, John Blackwell and Joan, wife of Walter Taylour, pleaded not guilty and put themselves on their country. (L)"
Roll A 6: 1349-50,Membr. 4b,1350/05/14,"Pleas held before the Mayor and Sheriffs on Friday before Pentecost [16 May] Thomas Clerk, William Cheseman, Alice Coppedok and others were charged with forestalling poultry and other victuals. The greater number were acquitted. Juliana de Ware, Gilbert Lord, Alice de Ware and Thomas Poleter were found guilty and committed to prison. (L) Isabella de Toppesham, ""hostelere,"" was attached to answer a charge of detaining 80 florins called ""nobles,"" entrusted to her by Nicholas de Trouhgbrugge at her hostel near St Paul's Brew-house in Castle Baynard Ward. She pleaded not guilty and said she gave the money to William, the plaintiff's brother, at the plaintiff's request. A jury was summoned; and because the defendant could not find surety for her appearance, she was committed to prison. Eventually the jury found her guilty of detaining the money, and she was again committed to prison until she repaid the sum due with 13s 4d damages. (L)"
Roll A 6: 1349-50,Membr. 4b,1350/06/07,"Pleas held before the Mayor and Sheriffs on Monday before the Feast of S t Barnabas [11 June] Thomas de Kyngestone, clerk, and Edmund, son of Thomas de Ware, were attached to answer the King and the Common Serjeant, William de Iford, on a charge of causing an affray on London Bridge, and for assaulting, and using contemptuous and abusive words against John Lovekyn, the late Mayor, when he intervened—to the terror of passers-by and in contempt of the King £1000. They pleaded not guilty. A jury was summoned. (L)"
Roll A 6: 1349-50,Membr. 5,1349/12/02,"On Wednesday after the Feast of St Andrew [30 Nov.] Ao 23 Edw. III [1349], John Baltrip and Geoffrey le Cordwaner of Bassieshaw were committed to prison for selling shoes to Adam de Leynthale and Margaret Condal at an unlawful price—8d a pair. (L)"
Roll A 6: 1349-50,Membr. 5,1349/12/04,"A Congregation of Mayor and Aldermen on Friday after the above Feast  A committee of Adam Brabazon, William atte Welde, Henry Pykard, William de Todynham, Aldermen, Richard de Wycombe, John Lytle, John Pele, Simon de Podyngton and William de Iford, Commoners, was chosen to buy 5 casks of wine and 7 pieces of wax as presents for divers magnates. (L)"
Roll A 6: 1349-50,Membr. 5,1350/01/16,"Pleas held before the Mayor, Aldermen and Sheriffs on Saturday after the Feast of S t Hilary [13 Jan.] A o 23 Edw. III [1349-50] John Berunger, currier, was attached to answer a charge brought by William de Whetelee, cordwainer, of having sold a side and a remnant of cowhide for 5s 9d, instead of the proper price 4s. The sale was alleged to have taken place in the Seld of the Curriers at St Michael at Corn. The said John pleaded guilty and was committed to prison during the pleasure of the Mayor and Aldermen. (L)"
Roll A 6: 1349-50,Membr. 5,1350/01/20,"Pleas held before the Mayor and Sheriffs on Wednesday the octave of S t Hilary [13 Jan.] Alan de Pynchebek, tailor, was attached to answer a charge of breaking into the house of Master Richard de Dovre, cook to Sir David de Wlnore in Fleet Street, and assaulting and beating his wife Cristina. He was found guilty by a jury and a capias was issued against him. (L)"
Roll A 6: 1349-50,Membr. 5,1350/04/10,"10 April Ao 24 Edw. III a precept was sent to each Alderman to cause four men of his Ward to be elected, that they might attend at the Guildhall on a certain day to discuss matters touching the City. The names of those elected were to be returned on Monday endorsed on the precepts. (F)"
Roll A 6: 1349-50,Membr. 5,1350/04/12,"Inquest taken before the Mayor and Sheriffs on 12 April, as to forestallers of oxen, cows, pigs, sheep, poultry, grain, malt and other victuals. The jury presented Thomas Austyn, butcher, as a common forestaller, who had gone out to Iseldon in Middlesex and had bought 80 sheep from John le Rous, and to Highgate, where he bought from Walter de Baldeswell 120 pigs on their way to market. Afterwards the above Thomas appeared in court by attachment and pleaded guilty. He was committed to prison, but next day was released on mainprise for his future good behaviour, and for his appearance in court to pay a fine when required. (L)"
Roll A 6: 1349-50,Membr. 5,1350/06/09,"On Wednesday before the Feast of St Barnabas [11 June], John de Drayton, Richard Carlel, William Passeware, Thomas Same, John Walsshe and John de York were accepted as mainprise for the appearance of Adam de Carlehull before the Mayor and Aldermen. (L)"
Roll A 6: 1349-50,Membr. 5b,1350/05/24,"Pleas held before the Mayor and Sheriffs on Monday after the Feast of S t Dunstan [19 May] A o 24 Edw. III [1350] Adam le Brewere, servant of John de Oxonia, skinner, was attached to answer the King and Thomas Spray on a charge of reviling the said Thomas and others, who had served on a jury of inquiry, and of saying that the Mayor and Aldermen ought not to regulate the brewers, and that he himself would gather together the brewers, and they would agree not to take service except by the day only and at a wage of 12d a day—all this being in contempt of the King and to the damage of the people. The defendant denied the offence, but being found guilty by a jury, was committed to prison during the pleasure of the Mayor and Aldermen. (L) Roger Torold, taverner, and Bartholomew, the taverner of Nicholas le Blake, were attached to answer a charge of having refused to let a customer, John Cortoys, see his wine drawn, contrary to the proclamation (fn. 10) thereon made and in contempt of the King. They admitted the offence and were committed to prison until each should pay to the Chamberlain a fine of half-a-mark. (L)"
Roll A 6: 1349-50,Membr. 5b,1350/06/03,"On Thursday after the Feast of St Petronilla [31 May], William Albon, Robert Lyghtfote, Roger atte Brok, John de Haukeshalle, Richard de Stortford and Thomas Wylcher were accepted as sureties that Richard, son of William de Hakeney, would keep the peace with William le Barber, beadle of Lime Street, and Roger le Caller. (L) The same day Richard Lacer, Alderman, reported that William de Oxford, skinner, had caused an affray in his presence and had wounded Thomas Wylcher in St Hilary's Lane (fn. 11). The said William admitted his offence and was committed to Newgate. On the Monday following he was brought into court by the Keeper and begged to be allowed to find sureties for his future good behaviour. This was granted, and Simon de Bytlesdon, John de Stafford, Richard de Pollesworth, Adam Cope, John de Aysshebourn and Henry de York, skinners, were accepted as mainprise. (L)"
Roll A 6: 1349-50,Membr. 5b,1350/06/12,"On Saturday after the Feast of St Barnabas [11 June], John de Navarre, taverner, was fined 40s for having bought two cart loads of gravel for 10d, contrary to the proclamation (fn. 12) of the Mayor, Aldermen and Commonalty, which fixed the price of sand and gravel at 3d a cartload. (L) The same day Thomas le Coupere was committed to Newgate for having called a jury false and perjured, in the presence of the Mayor and Aldermen in open court. (L)"
Roll A 6: 1349-50,Membr. 5b,1350/06/18,"On Friday after the Feast of St Botolph [17 June], Henry de Bradele, ""correour,"" sold to John de Brampton, a foreigner living near Huntingdon, 8 skins of leather in Cheap contrary to the proclamation. The skins were seized by Robert de York, cordwainer, and brought before the Mayor and Aldermen. The said Henry confessed his fault. (L)"
Roll A 6: 1349-50,Membr. 5b,1350/06/14,"On Monday after the Feast of St Barnabas [11 June], John Natus (fn. 13), Walter de Lyncoln, Thomas Shrousbury, John de Holne, Stephen de Cobham and William Combe, belonging to the mistery of Shearmen, were committed to prison for refusing to work except at double wages. Surety was accepted for their future good behaviour. (L) The same day John Adam, spicer, paid to Thomas de Walden, the Chamberlain, a fine because his servant John Coumbe sold a gallon of wine by his orders at a price contrary to the proclamation. (L)"
Roll A 6: 1349-50,Membr. 6,1350/07/13,"Pleas held before the Mayor, Sheriffs and Aldermen on Tuesday after the Feast of the Translation of S t Thomas the Martyr [7 July] Two bills of complaint were brought against John Wodegate; the one by John de Wyndesore, tapicer, who charged him with failing to enrol the plaintiff's indentures of apprenticeship and to present him for the freedom when he had served his term; and the other from Thomas Andrew on behalf of the mistery of Tapicers, who complained that the said John Wodegate had several apprentices and had not enrolled their indentures during the first year of their terms or enfranchised them at the end of their terms, and that he was maintaining one Richard atte Brugge of Essex, who was a ""pikere"" and a ""pulfrour (fn. 14),"" and not fit to belong to the mistery. (F) The defendant pleaded not guilty and denied that John Wodegate was ever his apprentice, and said that he served him for two years under a special arrangement. A jury found that John Wodegate was an apprentice and had served faithfully for ten years, that his master broke the indentures, and that the defendant maintained the said Richard atte Brigge (sic), who was a nightwalker and an evildoer and had since fled from the City. (L)"
